,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,class
2812,6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5,white
494,6.8,0.34,0.36,8.9,0.029,44.0,128.0,0.99318,3.28,0.35,11.95,7,white
5764,6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,6,white
2525,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,6,red
3647,7.2,0.21,0.33,3.0,0.036,35.0,132.0,0.9928,3.25,0.4,11.0,6,white
2677,6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4,red
3989,8.5,0.19,0.56,17.3,0.055,47.0,169.0,1.00047,3.07,0.67,9.3,6,white
1270,7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,white
3133,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,5,red
5296,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,red
5398,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,red
5361,12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,red
618,6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,6,white
5546,6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74,11.3,7,white
3106,6.3,0.21,0.31,1.2,0.043,30.0,117.0,0.99158,3.49,0.68,11.0,6,white
3096,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,red
3018,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,red
4472,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38,12.3,8,white
3951,6.8,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,7,white
1413,6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,red
2201,7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7,white
3782,7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,7,white
4836,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5,white
869,6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,5,white
2358,6.1,0.37,0.46,12.0,0.042,61.0,210.0,0.997,3.17,0.59,9.7,6,white
2006,8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,red
2770,6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.99482,2.97,0.4,9.3,5,white
4482,7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,white
356,6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.69,11.1,7,white
1162,6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,6,white
5799,6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6,white
2642,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,5,white
5777,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,white
3163,5.9,0.12,0.28,1.4,0.037,36.0,83.0,0.99074,3.33,0.42,10.9,7,white
6404,7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,white
1890,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,white
579,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,red
6159,6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.99,3.25,0.45,12.5,6,white
5751,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,white
1691,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,6,white
862,8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,6,white
5285,9.8,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5,white
4336,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5,white
2380,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,white
2378,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5,white
4563,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,white
5022,10.1,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,6,red
3043,6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,8,white
1116,6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,6,white
1541,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,white
3240,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,red
4989,6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,3.19,0.43,9.1,6,white
5971,7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.98958,3.12,0.4,12.1,7,white
5481,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,6,white
4017,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,red
2789,5.4,0.375,0.4,3.3,0.054,29.0,147.0,0.99482,3.42,0.52,9.1,5,white
4323,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red
2500,7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7,white
6215,6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5,10.4,6,white
3184,5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33,12.8,8,white
5747,7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36,12.1,6,white
6391,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,5,white
2842,7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5,red
4881,6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,5,white
6194,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white
2885,6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,6,white
5769,6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,5,white
4817,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,red
6411,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white
6228,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,red
2052,6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5,white
1776,6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,5,white
3832,6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,white
2536,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5,white
4650,6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,white
3149,9.8,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5,white
1592,6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5,white
1723,7.1,0.31,0.47,13.6,0.056,54.0,197.0,0.9978,3.1,0.49,9.3,5,white
5898,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5,white
2611,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,red
4456,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,6,white
490,5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8,red
5454,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,red
1006,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,6,white
3689,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,4,white
2503,7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white
4060,7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,3.11,0.57,9.7,6,white
2314,6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6,red
2554,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5,red
1417,5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,white
25,5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,6,white
2409,7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,white
1113,6.4,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,3.18,0.46,9.7,6,white
6280,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5,red
1552,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6,red
5538,6.0,0.26,0.32,3.5,0.028,29.0,113.0,0.9912,3.4,0.71,12.3,7,white
5003,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8,white
2802,6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,3.04,0.54,9.0,6,white
433,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,5,white
3441,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,red
2655,6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52,9.5,5,red
3308,7.1,0.35,0.27,3.1,0.034,28.0,134.0,0.9897,3.26,0.38,13.1,7,white
4386,8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,red
3482,6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,white
6355,7.6,0.23,0.29,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6,white
3846,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4,white
4827,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,6,white
3543,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,3.09,0.52,9.6,5,white
2518,6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,3.18,0.49,9.4,5,white
6243,6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52,12.8,6,white
1102,6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6,white
2881,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,white
3552,7.8,0.42,0.23,8.8,0.054,42.0,215.0,0.9971,3.02,0.58,9.2,6,white
6206,8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,3.03,0.33,12.9,6,white
5058,5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,6,white
5039,8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,6,white
194,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,red
615,6.8,0.3,0.29,6.2,0.025,29.0,95.0,0.99071,3.03,0.32,12.9,7,white
643,8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62,9.4,5,red
6454,6.5,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,3.49,0.42,9.8,5,white
2886,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,red
5483,7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.99,3.05,0.28,12.1,7,white
330,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6,white
2207,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39,9.5,5,white
4712,9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,5,red
3651,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,6,red
2670,6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5,white
3872,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54,12.6,6,white
483,4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,white
2420,6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,6,white
2602,12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,6,red
719,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,5,red
2921,8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,5,white
2059,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,white
2566,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,red
4960,5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.9907,3.44,0.44,12.0,6,white
32,8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6,white
664,6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,red
5100,8.3,0.25,0.49,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2,6,white
4084,7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white
1444,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,7,white
2954,7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6,white
2821,5.1,0.26,0.34,6.4,0.034,26.0,99.0,0.99449,3.23,0.41,9.2,6,white
6395,6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,7,white
1705,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,red
4304,7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,3,red
3050,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,white
5838,7.6,0.27,0.42,2.6,0.044,29.0,110.0,0.9912,3.31,0.51,12.7,6,white
118,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5,white
2277,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,red
1401,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,white
3915,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,white
2456,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6,red
170,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,white
540,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,white
5527,6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,white
5770,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,white
5234,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,white
6230,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7,white
5355,6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7,white
674,6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5,white
3428,6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,white
5715,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6,red
1815,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white
3021,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7,red
2100,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,red
4664,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,7,white
6435,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,red
5465,5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,7,white
2101,6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6,white
5493,7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,7,white
3303,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,red
1548,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,red
5451,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,white
2992,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6,white
355,6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6,white
2949,6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,3.25,0.43,12.0,5,white
5307,8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,4,white
5929,6.4,0.43,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,4,white
2535,7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,white
5742,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,6,white
4618,7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,5,white
2373,6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,7,white
1051,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,red
2321,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5,white
4915,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,0.5,10.3,6,white
4174,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6,white
1751,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,5,white
2917,7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,white
1772,6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,7,white
1196,6.0,0.17,0.29,5.0,0.028,25.0,108.0,0.99076,3.14,0.34,12.3,6,white
1878,6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,8,white
2668,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,5,white
2016,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,white
2005,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6,white
5261,8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,5,red
1482,6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5,white
328,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,6,white
648,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,red
4581,6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6,white
1123,5.6,0.235,0.29,1.2,0.047,33.0,127.0,0.991,3.34,0.5,11.0,7,white
4394,8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,6,red
2788,6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6,white
3478,6.1,0.28,0.23,4.2,0.038,13.0,95.0,0.98898,2.97,0.7,13.1,6,white
4783,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,white
5555,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,white
3296,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,red
5563,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,red
1259,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,6,white
3570,8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,red
4819,8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,6,red
3181,7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,5,white
1519,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7,white
1378,6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,white
4731,7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,3.14,0.51,11.4,6,white
1023,7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,5,white
6064,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,red
3381,7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,5,white
4610,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.99394,3.39,0.49,11.7,6,white
2818,7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,white
912,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7,white
4397,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,red
1675,6.8,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,3.02,0.39,11.9,8,white
1746,7.9,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,3.12,0.42,10.7,5,white
3491,7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,6,white
1736,8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7,red
1629,7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.99084,3.06,0.48,12.4,6,white
4269,8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,7,white
430,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.99307,3.2,0.42,9.4,5,white
1808,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6,red
6468,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,red
2825,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5,white
3984,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,5,white
5900,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8,white
4517,5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,6,white
2222,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,5,white
3808,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,red
6022,8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,6,white
3787,6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,white
5787,7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.99112,3.28,0.53,11.8,6,white
1948,6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,5,white
4958,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5,white
5758,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,6,white
4475,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,5,white
5942,13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,red
1995,8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5,red
2671,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white
4253,5.9,0.21,0.23,7.9,0.033,22.0,130.0,0.9944,3.38,0.59,10.9,6,white
2224,8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,white
1106,5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,white
5347,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,8,white
818,8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,red
4588,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white
4414,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,6,white
4708,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,8,white
1697,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,white
6052,8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,7,red
136,6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,white
3795,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white
4991,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,6,red
3433,7.6,0.38,0.28,4.2,0.029,7.0,112.0,0.9906,3.0,0.41,12.6,6,white
5750,6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,8,white
1180,6.0,0.17,0.3,7.3,0.039,39.0,104.0,0.99252,2.91,0.57,11.0,6,white
4025,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,white
888,8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,7,white
3135,8.3,0.27,0.39,2.4,0.058,16.0,107.0,0.9955,3.28,0.59,10.3,5,white
2437,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6,white
4454,5.5,0.3,0.25,1.9,0.029,33.0,118.0,0.98972,3.36,0.66,12.5,6,white
